timestamp_utc,gross_xlm,fee_xlm,net_xlm,tx_hash,explorer_url
2026-07-27T17:04:28.000Z,0.0001789,0.0000178,0.0001611,e75e47dd04a0c673be1ea24a6f90fda655aec61443cc1625a553fdbd33508f48,https://stellar.expert/explorer/testnet/tx/e75e47dd04a0c673be1ea24a6f90fda655aec61443cc1625a553fdbd33508f48
2026-07-27T20:58:48.000Z,0.0201468,0.0020146,0.0181322,f802301e0c1c71cbb4a087415228fab6f55f872bebf5f2ee2a3722699754047a,https://stellar.expert/explorer/testnet/tx/f802301e0c1c71cbb4a087415228fab6f55f872bebf5f2ee2a3722699754047a
2026-07-28T02:57:54.000Z,0.0316122,0.0031612,0.0284510,26df3c5caeee1453086ff676f859215e551e7cff5bd4e58f32667621e1eb0786,https://stellar.expert/explorer/testnet/tx/26df3c5caeee1453086ff676f859215e551e7cff5bd4e58f32667621e1eb0786
2026-07-28T02:59:04.000Z,0.0064918,0.0006491,0.0058427,23a135389c82f659ca6c5eba34926cadfbbd3d088c87eb0e5700e83d8f657e0a,https://stellar.expert/explorer/testnet/tx/23a135389c82f659ca6c5eba34926cadfbbd3d088c87eb0e5700e83d8f657e0a
2026-07-28T03:00:09.000Z,0.0084764,0.0008476,0.0076288,ace989ce185166f0839fdbd508f6984f9043e57d1fac04bf4d95efbab17d4f9c,https://stellar.expert/explorer/testnet/tx/ace989ce185166f0839fdbd508f6984f9043e57d1fac04bf4d95efbab17d4f9c
2026-07-28T03:00:44.000Z,0.0067444,0.0006744,0.0060700,6534dda743836c8ac4d50e5f99f00b62459b8cb171e441e14684460027e2b617,https://stellar.expert/explorer/testnet/tx/6534dda743836c8ac4d50e5f99f00b62459b8cb171e441e14684460027e2b617
