strategy,allocated_xlm,unwound_xlm,net_deployed_xlm
CDSQOX3GQSE4HEM5IWKEMIZ56JHMTPFN3ZUN5PI4TH5WVFYGL5DAYQAR,4174.5304299,110.9957270,4063.5347029
